wellformed_score,text,wellformed_score_float,wording_score,content_score
tensor(0.7022),"Nobles were the only ont that could hold goverment posts. The pharaoh ensured that taxes were collected. Soilders fought in war and sometimes when they were free they would supervise the paesants, farmers, and slaves. Craftmen made and sold jewlery, pottery, papyrus, products, tools and other useful things. Slaves toiled at the discretion of the pharaoh or nobles. Farmers tended the fields, raised animals, kept canals and reservoirs in good order, worked in the stone quarries, and built the royal monuments.",0.7022044062614441,-0.0856529291942516,0.467721989566616
tensor(0.3472),"Theystarted the Third Wave out and no one really understood or wanted to go along with it. But as they kept using it, it became stronger and stronger as they used different expierments to help the Third Wave become stronger.",0.34717220067977905,-0.620512131608245,-1.29592196562415
tensor(0.4221),"They were many different social classes. The pharaohs , the egiptian society, the nobles, the priests,soldiers, farmers, social mobility. The Eyiptian society had many structures that looks like pyiramids. The nobles were responsible for holding the government and the priestsare responsibles for pleasing the gods. Farmers tended the fields and raised animals. ",0.4220964312553406,-0.409479638166746,-0.0129571897677794
tensor(0.5322),"According to Aristotle an ideal tragedy should involve a complex and layered plot, there must be the fall of a hero, and a tragic ending.  The author should try to encite pity and fear.  By this he means that people should feel bad for the main character as well as being scared of the events that occurred.  The change of fortune should be from good to bad due to a poor decision made by the character.",0.5321905016899109,0.380537638762288,0.205682506482641
tensor(0.0555),"It should be  a complex plan that also excites fear and pity, change of fortune presented must not be the spectacle of a virtuous man brought from prosperity to adversity.",0.05548665672540665,-1.46124482282529,-1.54716321678788
tensor(0.1061),"The ancient Egyptian system of goverment is involved is different social classes.At the top of the classes were their leaders pharaohs they had power over their subjects, the pharaohs directed the army in case of a foreign threat or an internal conflict. They were working with the vizier were sribes who kept government records, Those high-leavel employees had mastered a rare skill in ancient Egypt they could read and write.Right below the pharaoh were Nobles and priests, only Nobles could hold government post in these postitions they profited from tributes and paid to the pharaohs.At the bottom of the social struture were Slaves and Farmers, Slavery become the fate of those captured as prisoners in the war. They were forced to work on building projects.Social mobillity was not impossible, A small number of peasants and farmers moved up the economic ladder, familys saved money to send their sons to vilage schools to learn trades.",0.1060744896531105,-0.64534372843799,2.20464026582261
tensor(0.4096),Well the pharaoh rules the whole empire. Then the visier who has to is a tax super visier. Kind of like the pharaohs assistent. Scribes had to write the goverment records. Then was the priests and powerful nobles The powerful nobles were the only ones who could hold goverment posts. The priests were there to please the gods. Next were the soldiers who fought in the wars and protected Anchient Egypt.,0.40959909558296204,0.0347199454741653,0.622715896629557
tensor(0.6676),"One main element of an ideal tragedy is that of a single unified plot.  This means that the story follows the actions and resolution of the main character only, and focuses on the character's change of fortune froom good to bad. Another element most crucial to a tragedy is that the plot must incite both fear and pity for all who watch the play. If the play ends with a ""feel good"" moment, then it has failed as a tragedy, as it doesn't incite fear and pity. The purpose of tragedy is not to  satisfy some moral sense, but to inspire feelings appropriate to witnessing a tragedy, to experience a ""cleansing"" of watching someone else suffer.  Lastly, an ideal tragedy must have a protagonist that is not overly righteous or holy, but is not depraved; the character is somewhat middle of the road.  By having the character behave in this way it makes the story more realistic and true, making the character's journey that much more engaging for the audience.  When the audience sees a tragic event occur to a plausible character because of a mistake or slight misfortune, the feeling of tragedy is heightened because it seems more true.",0.667616069316864,3.51775345440415,3.34823182563613
tensor(0.2931),"The second rank comes the kind of tragedy which some place first. A well-constructed plot should be single in its tissue, rather than double as some maintian. A perfect tragedy should be arranged not on the simple but on the somplex plan. ",0.293142706155777,-1.46124482282529,-1.54716321678788
tensor(0.5654),"In paragraph 2 they would use soda to hide the sourness of the meat.""found sour, and how they would rub it up with soda to take away the smell.""They would use some type of pickle to hide the spoiled and odored ham.' And yet, in spite of this, there would be hams found spoiled, some of them with an odor so bad that a man could hardly bear to be in the room with them. To pump into these the packers had a second and much stronger pickle which destroyed the odor.""",0.5654124021530151,-0.957790094718248,-0.845437291832408
tensor(0.7489),"The different social classes, gods, pharaohs, nobles, priests, viziers, scribes, merchants, storekeepers, farmers, and slaves, were involved in this government because their rulers had many responsibilities such as protection, directing the army, law enacting, and storing grain for food during a famine. The author wrote,"" ...they entrusted their rulers with many responsibilities. Protection was at the top of the list. The pharaoh directed the army in case of a foreign threat or an internal conflict. All laws were enacted at the discretion of the pharaoh. Each farmer paid taxes in the form of grains, which were stored in the pharaoh's warehouses. This grain was used to feed the people in the event of a famine."" For example, they had responsibilities to fulfill for the people of ancient Egypt to reside there happily.",0.7489160895347595,0.380537638762288,0.205682506482641
tensor(0.1428),The Third wave was a part of  a nationwide movement and that on the next day a presidential candidate of the movement would publicly announce its existence on television.,0.14279617369174957,-1.46124482282529,-1.54716321678788
tensor(0.1189),"make actions that provide exiting and fearful emotions, change of fortune should be from good to bad and a virtuous man brought from prospierty to adversity. ",0.11890332400798798,-1.54528685350164,-0.794026362056302
tensor(0.3710),"The factories would cover up spolied meat in many ways. Some ways were mixing fresh meat with old meat and using chemicals to alter the order and apperience of the meat. ""also of all the miracles of chemistry which they performed, giving to any sort of meat, fresh or salted, whole or chopped, any color and any flavor and any odor they chose. "" The factries would take advantage selling under the meat under different names. ",0.37101584672927856,0.503832933489619,-0.0938138317174397
tensor(0.2521),"I think the third wave developed over a short period of time because it talks about the actons that's happening and action's of alot of people can encourage singlle people that's by themselves. And i also say this because in the story it says ""History teacher Ron Jones, finding himself unable to explain to his students how people throughout history followed the crowd even when terrible things were happening, decided to demonstarte it to his students through an experiment"".",0.2521265149116516,-1.0896251196237,-0.579392237277158
tensor(0.7208),"One of the reasons The Third Wave developed quickly, was because it wasn't just inside the classroom, people talked about it and supported it outside too. Also, he had a specific way to initiate new members into the movement. The experiment ended after Jones thought it was getting too realistic and he told the students about how it was actually an experiment.",0.7207837104797363,1.13326300065856,0.440019660878631
tensor(0.2226),"The factory would cover up spoiled meat by putting soda to hide the smell , even when the odor is so bad they put stronger pickle which destroyed the odor, they would extract  the bone from the bad parts and insert a white-hot iron and sell and call it boneless hams , whole spoiled ham was cut up mixed with half s ton of other meats and sold as sausages,  often times they would dose moldy and white sausages with borax and glycerin and dumped in hoppers and made over again for home consumption. There would be meat kept in dark rat infested rims on the floored piled together covered with dirt, sawdust , rat feces  , dead rats and poisoned bread and all of that would go in the hopper together.  These various ways of covering spoiled meat was very unsanitary and disgusting .",0.22264540195465088,-0.848797562742067,1.87895499355116
tensor(0.3668),When Ron deveopled the third wave it worked so fast because the students became so involved in the expermint that they  were doing everything they were asked to and it brainwashed them because they kept doing the same thing over and over. The experment ended because Ron felt that he was losing control.,0.3667669892311096,0.929809166354487,0.114334388607177
tensor(0.4475),"A perfect tragedy should, as we have seen, be arranged not on the simple but on the complex plan. A well-constructed plot should, therefore, be single in its issue, rather than double as some maintain.  The change of fortune should be not from bad to good, but, reversely, from good to bad. It should come about as the result not of vice, but of some great error or frailty, in a character either such as we have described, or better rather than worse. ",0.44751107692718506,-1.79549080344932,-0.382272237741744
tensor(0.6737),"the richer and more important people were at the top of the pyramid, the more normal people were in the middle, and the poor people or slaves were at the bottom.",0.6736843585968018,-0.999628686402458,-1.07261303201737
tensor(0.5223),"1.  The plot and action is the most important part. The decisions and order of events determine how the tragedy plays out. ""A perfect tragedy should, as we have seen, be arranged not on the simple but on the complex plan. It should, moreover, imitate actions which excite pity and fear, this being the distinctive mark of tragic imitation. "".",0.5223420858383179,-0.594710121694779,0.0888824040334871
tensor(0.1412),"The social structure of ancient Egypt was based offthe pyramid.  For instinse, if you were to be a slave or farmer you would be at the bottem, then if you were a crastmen,  merchant, or made use ful things you were middle class, Then if you were a noble man and prists you were upper class, and if you were a pharaho you were royal!",0.14124827086925507,0.380537638762288,0.205682506482641
tensor(0.3044),"The pharaoh was basically the president, and the priests and nobles were politics.  Egypt is a democratic republic,  and its also one of the best countries in my opinion because, drum roll please ............. it cares about hum rights.",0.30436769127845764,-0.158314617178373,-1.34853953402243
tensor(0.0900),A true tragedy has three elements 1 the main character has a rank is the best at something 2 the main characters main downfall is a character flaw that's in the wrong place at the wrong time. 3 the audience knows the outcome before the characters in the story. ,0.09004448354244232,0.168544074280091,-0.153454049433642
tensor(0.5769),"One out of the three elements of an Ideal tragedy is a single issue. The second of the three elements of an ideal tragedy is that the story should go from good to bad. Finally, the last element of an ideal tragedy is not to have a good ending.",0.5769464373588562,0.0778567006247517,-0.301962052042057
tensor(0.6274),"There would be meat that was sour to be drenched in soda to take away the odor and be sold. This is proven by the quote, ""And yet, in spite of this, there would be hams found spoiled, some of them with an odor so bad that a man could hardly bear to be in the room with them."" There would be water and dirt getting on the meat. This is supported in the text by the quote, ""There would be meat that had tumbled out on the floor, in the dirt and sawdust, where the workers had tramped and spit uncounted billions of consumption germs. There would be meat stored in great piles in rooms; and the water from leaky roofs would drip over it, and thousands of rats would race about on it.""",0.6273934841156006,-0.634924456786451,0.559070107442079
tensor(0.7293),"The experiment was working. The students picked up on it pretty fast. They even recruted more people to join them. However, the experiment had to end because things were getting out of hand. The teacher decided that it would be best for him to end it.",0.7293146848678589,0.547660629074304,-0.376762983040429
tensor(0.5334),"The pyramid is an example of the structure and system of the Egyptian government. The top is where the most valued classes are, but where there are fewer people. As you go down, the lower classes are more in quantity. The first class is where the chain of command occurs; one person, the pharaoh,  rules and commands the country with an assistant, the vizier. The following class were the nobles and priests; they hold government posts and they were expected to please the Gods. The third class were the soldiers; their job was to supervise the farmers and slaves, when not in war, to make sure that the farmers and slaves were working. The last class were slaves and farmers; they needed to take care of farms, raise animals, and needed to work on building projects. They also needed to pay taxes which were a big part of their earnings. Everyone had their part in Egypt and this is how the system of government functioned.",0.533443033695221,1.45813258821655,2.14523003697537
tensor(0.9139)," All laws were enacted at the discretion of the pharaoh. Each farmer paid taxes in the form of grains, which were stored in the pharaoh’s warehouses. Because the people of Egypt believed that their pharaohs were gods, they entrusted their rulers with many responsibilities. Protection was at the top of the list. ",0.9139370918273926,-1.79549080344932,-0.382272237741744
tensor(0.3525),"They must have a complex plan, the main character, or hero should be brought down by a small flaw or error in judgement, and the fortune of the main character should change from good to bad throughout the tragedy. ",0.3524612784385681,-0.460885992888853,-0.687287542029713
tensor(0.1024),It was a pyrimad sturcture is the beast way to tell the strutcture and it even sayes it here an para.one ''Egyptain society was structure like a pyramid.It was different socail classes becuase people can not go alone without the zivier as a supervizor and says on para.5-6 ''No single person could manage all these duties without assistance.The paraoh appointed a chief minister called a superviser.''.,0.10237933695316315,-0.125597133679325,-0.62764732431351
tensor(0.2105),"The three elements of an idel tragedy include a long, complex plot with my twists and turns, encourage feelings of fear and sympathy, and a shock factor.",0.21047843992710114,-1.50507251840997,-1.26421406546489
tensor(0.4152),the egyptian government was like a pyramid. at the top was the pharaoh then the adivsers  and then priests and the nobel men then the skilled workers then the soldiers slav and pesent where at the bottom.,0.41520559787750244,-0.966329824896367,-0.878888575477238
tensor(0.2599)," The disgusting industry would use every piece of the pig to make money and they would not care for the quality of the meat, such as if the meat was spolied they would simply chop it up into sausages and sell it as stated in paragraph ",0.25987911224365234,-0.796174852098381,-0.746927759745915
tensor(0.8265),With spoiled meat they would rub it with soda to take the smell away and sell it to the people. They would also take good meat and mix it with the spoiled meat so no one would notice.,0.8264762163162231,-0.0425161740436652,-0.456955959104999
tensor(0.0689),it is like a pyrimid lower class on the bottem has the most population so it is the biggest part and so on and so on.Just it is like a pyrimid .,0.06893586367368698,-1.46124482282529,-1.54716321678788
tensor(0.6924),"In the social pyramid of ancient Egypt the pharaoh and those associated with divinity were at the top, and servants and slaves made up the bottom. The Egyptians also elevated some human beings to gods. Their leaders, called pharaohs, were believed to be gods in human form. They had absolute power over their subjects. For example, paragraph 1 it states ""Egyptian society was structured like a pyramid."" This quote shows that the Egyptian structured government ressembles how the pyramids were built. And goes by the rules and expectations of ""the gods."" Ancient Egypt had three main social classes--upper, middle, and lower. The upper class consisted of the royal family, rich landowners, government officials, important priests and army officers, and doctors. The middle class was made up chiefly of merchants, manufacturers, and artisans.",0.6923907995223999,0.459044166864238,1.11296353954564
tensor(0.2667),"    They would use or cover up spoiled meat by using pickle and rubbing it with soda to take away the smell. In the text it states,""The meat that was taken out of pickle would often be found sour, and how they would rub it up with soda to take away the smell.",0.26672956347465515,-0.591787701635864,-0.365607841229535
tensor(0.2769),"A story with a complex plot shows a character that is not deciphered as bad or good. A tragic ending that is reassembled based on the faulitness of character not personality, creating an ideal tragedy. One most not have predicted resolved storyline. It most be composed of turns and outlies. character must be not too good or bad, doesnt have an ideal personality, and also not an outlier. The ending will leave the audience in a thought of tragedy. ",0.276888370513916,1.51833395799766,0.476626787263214
tensor(0.6195),"The teacher, Ron Jones, wanted to teach how people followed the crowd. In first day of the experiment, he emphasized simple things such as proper seating, drilled the students, and setted a few rules. In second day, he made up a salute resembling that of the Nazi regime and ordered class members to salute each other even outside the class. In three days, many students joined the class and showed drastic improvement in their academic skills. By the fourth days,  he decided to terminate  the movement because the students became increasingly involved in the project and it became out of control.",0.619476854801178,0.57649462147374,1.72244769187161
tensor(0.7780)," A vizier was the highest official below the pharaoh. Their responsibilities included supervising the country, gathering information from lower supervisors, managing taxes, recording trade, and advising the pharaoh.",0.7779592275619507,0.467502089497559,-1.00194459351196
tensor(0.1633),In the beginning of the story is was telling us about how the egyptian society was like a pyramid. In the middle there was alot of figrutive languge. At the end there was the definitions of the words the was hard to pronse.,0.16330991685390472,-0.7141219253225,-0.989939722969547
tensor(0.2939),"A plot that travels from good to bad; where the man in the story begins his journey in a positive way, but ends up with a terrible fate. A story that has only one plot; there is only supposed to be one plot line so as to keep the attention on the main character. Imitation of actions that incite pity and fear; these emotions are what make a tragedy, as they make the audience feel somewhat relatable to the main character.",0.29388269782066345,-0.168733888829912,0.297030624358104
tensor(0.3076),"At the top were the gods and pharaohs, Then are nobles and priests. Then was middle class like physicians and craftsmen and women.  At the bottom was slaves and farmers.",0.3075609505176544,-0.7141219253225,-0.989939722969547
tensor(0.6403),"The social structure of the ancient Egyptian system included about 4 classes. At the top was the pharaoh, then below them were the nobles and priests, then below them wre the craftsmen, and at the bottom were slaves and farmers. Each of them were respected differently depended on which class you were.  In the text, it states that the Egyptain society was structered like a pryamid because of all the classes.",0.6402959227561951,1.46855185986809,0.499659878594833
tensor(0.2951),One is that it is a comedy that is at the end. The second is that not all happy ending is happy. And last it can be good nor it can be bad to a person with a mistake. ,0.29510173201560974,-0.373230601719483,-1.25318584467569
tensor(0.7551),The factories would give out spoiled meat to the public by taking out the horrible smell and putting them in dirty water to preserve the meat.,0.755070149898529,-1.54890021399466,-0.981264914141905
tensor(0.0918),"The government of ancient Egypt had social clsseshere the top led, and the bottom worked. They were abe t work together for the common good of society.",0.09175221621990204,-0.537431171972585,-1.12523060041564
tensor(0.6950),"The Third Wave, despite taking place only in a school, grew to be very large and more students that were not inside of Jones' class joined the movement. The increasing number of people saluting each other encouraged others to do so as well. Although, it took such a short period of time because of the large amount of kids already partaking in the experiment. It was ended because of how quickly it grew out of hand and how fast Jones was losing control over the students.",0.6950259208679199,1.75709060343402,1.29673949289705
tensor(0.2507),"In ""Egyptain Social Structure "" Different social  classes are at different levels like a pryaimd. For example, the paraoh and his family are the top. Next, are the goverment and preists then farmers. At the bottom is slaves and servants.",0.2507055699825287,-0.04543859410258,-0.0024657138419762
tensor(0.7209),Basically the company would use chemicals to reuse the sausage no matter how worn out it is. If there are rats in the sausage then they just add the rat to the hoppers.,0.7209213376045227,-0.834494799990917,-1.14493363003249
tensor(0.6018),"    The structure of the Egyptian government was like a pyramid, worse ranks at the bottom, better ranks at the top.  Here is the structure of the government. ",0.6017789840698242,-1.16978365920044,-1.20457384774869
tensor(0.4388),"With Mr. Jones being the dictator and having the students follow a set of rules the experiment spreaded because when out of class the students saulted each other and other students started to picked up on this. Also the students form the class made banners to promote their movement. When the experiment started to spread like a wild fire and Mr. Jones started to lose control he had to call an assembly to tell the students of the experiment to demostrate how people willingly create a sense of superiortiy over others, and how this can lead people to justify doing horribel things in the name of the state's honor. ",0.43884146213531494,2.38944309066188,1.3760827402301
tensor(0.3792),"It should have the Protaganist not be a Good or bad man, but a man inbetween. It should usually have a well single constructed plot that ends in some kind of tragic outcome.  It should not be as humorous, but have humorous elements.",0.37922215461730957,-0.286184343439414,-0.31245352796786
tensor(0.3848),One factor would be to rub it in soda to take away the smell. They would take the ham would be smoked if the smell was relly bad.,0.3848240077495575,-1.46124482282529,-1.54716321678788
tensor(0.5139),"              To start off I think that the best place to start is at the top. The first person above all people are the gods, Ra, Osiris and Isis. Ra was the sun god, Osiris was the god of resurrection and the dead, and Isis was the goddess of women, fertility, motherhood, and children, as well as protector of the dead.  ",0.5139029622077942,0.670955923801635,-0.676259321240509
tensor(0.2766),"3 elements of an ideal tragedy, as described by Aristotle are complex arrangements,  a change of fortune, and the main character whose misfortune is brought upon themselves by an error of judgment. Complex arrangments are how the plot is structured, and where are the incidents fall. The change of fortune must be brought upon the character during a good time and give them a bad fortune. Lastly, the change in fortune must be brought upon the character due to some great error in character that they have.",0.2766020596027374,0.62324473711734,0.985008295285594
tensor(0.4401),"Well first, the Pharaohs were at the top of this social class list. Egyptians saw Pharaohs as gods ""they entrusted their rulers with many responsibilities ."" The Pharaohs were very powerful beings, once a Pharaoh would die a huge pyramid would be built for their tombs/resting place. The Pharaohs had wharehouses which would store grains that were given by Farmers as taxes.",0.4400706887245178,-0.165811468770997,-0.157459620904918
tensor(0.1235),"The expierment developed so quick because the expierment was focusing on strength of an indiviual, This ended because this experiment was demonstrating that this can lead people to jusitfy doing horrible things in the name of the state's honor. ",0.12353123724460602,-0.927076560845392,-0.425248058945738
tensor(0.3401),"A tradgedy must be the story of a good man whom the audience cn relate by either being just as moral, or more so than the audience. Secondly, the man must encounter a great misfortune not by wickedness, but by a mistake. And thirdly, the ending must be tragic and bring about pity and/or fear without the merit of anything even bittersweet to redeem moral justice, but only tragic.",0.34005454182624817,0.380537638762288,0.205682506482641
tensor(0.6526),"Until 1906, food manufacturers would dump arsenic, boric acid, rat poison or formaldehyde into ingredients to act as preservatives or to cover-up spoiled meat. Then in 1906, Congress passed the Pure Food and Drug Act and, partly in response to Upton Sinclair's “The Jungle,” the Federal Meat Inspection Act.Ju",0.6526471376419067,0.627128228216951,-0.39331016991752
tensor(0.4532),"Egyptian Social Structure by UShistory.org talks about the social structure of the Egyptians. The social structure is very similar to the shape of a pyramid. It consisted of 3 main classes.  People such as the scribes were at the top since they ""had mastered a rare skill in ancient Egypt — they could read and write."" (UShistory 5) Because they had the ability to write and read, they could help with the government. Unlike the scribes, people at the bottom of the pyramid, such as slaves, weren't as involved in the government as the higher uppers because they didn't have the ability to read and write but the ""Boys who learned to read and write could become scribes"".  (UShistory 13) So it was possible for someone in the lower classes to move to an upper class to get involved in the government.",0.453246146440506,1.33775971354814,1.99023612991243
tensor(0.4275),"The ancient Egyptian system of the government was structured with the most important people on top which were the Gods going down to the slaves. After Gods there was pharaohs that were regular people that were like Gods which were important. For example in the story stating ""Because the people of Egypt believed that their pharaohs were gods, they entrusted their rulers with many responsibilities."" Then below pharaohs were nobles and priests that were powerful below the people on top. Last at the bottom are the farmers and slaves which followed orders from the pharaohs or nobles like the story said ""Slavery became the fate of those captured as prisoners of war. In addition to being forced to work on building projects, slaves toiled at the discretion of the pharaoh or nobles.""",0.42747339606285095,0.743617611785757,1.14000220234854
tensor(0.1434),"I think the social goverments played a huge roll in Egyptian life.For example, The Upper class is fill up with higher class like Pharaohs, Soldiers, and Priest and those people get more money and can do about anything to people if they choose to. The middle class was filled with only skilled workers that knew what they were doing like house bluiders,craftsmen,doctors.The lower class are filled with slaves and farmers that work day in and out.This is what i think about the Egyptian social class.",0.14344610273838043,0.500910513430704,0.360676413545583
tensor(0.6679),"Back in the day, many factories would cover up spoiled meat in many different ways. Some examples of how they covered up spoiled meat were rubbing the meat with soda so it won't smell and then sell it. ""rub it up with soda to take away the smell, and sell it to be eaten on free-lunch counters."" The smell of it was so bad to the point where they couldn't even be in the same room as it.",0.6678908467292786,-0.0856529291942516,0.467721989566616
tensor(0.5149),"The Jungle by Upton Sinclair is a book which explains different process which exposed meat packing violation in a meat factory. This factory would use ""everything of the pig except the squeal"" said in the first paragraph. A great amount of this diseased meat was chope into tiny pieces and put into sausage.",0.5149477124214172,-0.0425161740436652,-0.456955959104999
tensor(0.5475),"        The Third Wave experiment was created to show the students how easy it is to basically brainwash someone to fall under another's leadership. He never told them they were apart of an experiment. First explaining that he wants to eliminate democracy and gave the students rules to follow. He drills these into their heads and along with discipline. Next, he gives a simple yet catchy motto and a symbol such as a salute. Soon the students were shown how to initiate new members. The number rapidly grew from 30 to 43 to finally 200 members. Jones felt the experiment slipping away so he decided to end it. He told the student that they were apart of an experiment that showed them how easy it was to brainwash someone to do horrible things in the name of the states honor.",0.5474698543548584,2.30540105998552,2.12921959496168
tensor(0.0472),First is How  there were diffrent social teirs involved was if your in a lower class its worse and the higher you get the better and you could move up and since thats how they built it there structure is pretty much built like how they built the pyramids.,0.047241389751434326,-0.454350212336925,-0.954539235207132
tensor(0.0531),"It should center around a very morally average main character that the viewers can relate to, it typically ends in catastrophe to derive the desired tragic after-feeling but some end happily,  the change in fortune should be from good to bad",0.053137801587581635,-0.501100327980525,-0.217099838621121
tensor(0.5813),1 element of an ideal tragedy is that it should be arranged on a complex plan.  Another element of an ideal tragedy is that it should only have one main issue. The last element of an ideal tragedy is that it should have a double thread plot and an opposite catastrophe for both good and bad.,0.5812753438949585,-0.471414826967448,-0.210613934166593
tensor(0.4843),"All different social classes were involved because they all did something to the gods and things that would help the government such as just regular egyptians, they would elevate human beings to their gods also know as pharaohs(the name of their gods). Another social class is the nobles, only they were allowed to hold the government posts. They profited a lot from all the tributes paid to the pharaoh. Nobles also grew wealthy from donations that people would give to the gods, they also enjoyed their great status. Priests were also a big social class of the government of egypt. They were incharge of pleasing all the gods and worked with the nobles but ofcourse weren't as wealthy as the nobles. The egyptian government also had an army prepared to defend and attack if their was any sort of attack on the pharaohs or any of their gods. Another really big social class were physicians and craftmen/woman, they werent a really big part but they were like in the middle. they craftmen/woman made and sold jewlery,pottery,papyrus products,tools, and other things that were useful. And the last social class aka the lowest one at the time which were slaves and farmers. In war they kidnapped people and forced them to be slaves. And they were forced to work on projects. And also toiled at the discretion of pharaoh or nobles. Meanwhile farmers tended the fields, raised animals, kept canals and reservoirs in good work order. They also built the royal monuments.",0.48432430624961853,1.93378135678393,1.16144861545095
tensor(0.2474),"There were many varous ways the factory would use or to cover up the spoiled meat. Ways were they would insert a white-hot iron in replacemnt of the bone that the bad part layed in for hams. Another example is theyw would put chemicals like borax and glycerin then dump them into hoppers which will ame them better for home consumpption. In the text it states, ""There was never the least attention paid to what was cut up for sausage; there would come all the way back from Europe old sausage that had been rejected, and that was moldy and white – it would be dosed with borax and glycerin, and dumped into the hoppers, and made over again for home consumption."" This shows there way of covering up  dirty moldy sausages. ",0.24737027287483215,-0.132403044837851,1.20516138615263
tensor(0.2103),"They have to have to have a double thread plot, which is 2 plots that appear clearly throughout the story and both act as the main plot. They are also arranged complexly, and made harder to udnerstand. It is also said that an ideal tragedy is to end badly, and not good like you expect. The set up is said to be from good to bad instead of from bad to good liek you would expect. ",0.21030336618423462,-0.0751240951156572,-0.0089516182965036
tensor(0.2397),"The Ancient Egyptian system of government was ruled by gods and to worship the gods. In paragraph 6 it says ""Only nobles could hold govenment posts"" which means that they could only be gods and the ""Priests were responsible for pleasing the gods"", it says this is paragraph 6 as well. ",0.2397008240222931,0.171466494339006,-0.607944294696665
tensor(0.6571),"The Third Wave started as a one day experiment in one class. On the first day it followed the lines of creating strict rules, and proper and obedient actions. The following day, things like salutes, slogans, and recruiting people were added. The insuing days showed a drastic increase in the number of members, students would follow these rules outside of the classroom. However, realizing the experiment had gone beyond what he planned, Jones set up a meeting designed to announce a president of this society. However, at the meeting he announced that it was an experiment to show them the danger of conformity.",0.6571258902549744,3.31033432145567,2.25250560186536
